sale_id,store_id,product_id,customer_id,date_id,quantity,revenue,discount_amount,is_returned
80,1,46,182,219,1,353.88,15.13,0
81,8,16,389,176,2,426.87,23.89,0
82,5,2,366,342,1,305.41,14.06,0
83,4,19,25,174,2,1129.13,110.31,0
84,8,39,23,317,1,342.38,38.89,0
85,7,29,96,109,2,440.13,85.71,0
86,1,37,422,125,1,210.46,0.0,0
87,4,33,198,45,1,527.03,42.12,0
88,3,8,255,355,3,1059.44,97.15,0
89,3,11,75,303,1,268.13,8.58,0
90,8,7,33,33,2,172.71,17.29,0
91,5,34,389,150,1,142.32,4.4,0
92,3,9,206,62,2,607.53,55.71,0
93,2,18,371,292,1,293.38,11.59,0
94,6,11,136,76,1,264.81,11.9,0
95,5,29,128,91,1,221.12,41.8,0
96,1,36,306,120,1,245.19,7.06,0
97,3,13,39,159,1,196.59,42.57,0
98,7,41,241,170,1,228.22,37.15,0
99,8,28,217,340,1,61.57,11.82,0
100,4,49,212,245,1,117.87,16.38,0
101,4,12,80,215,1,354.7,30.84,0
102,6,2,323,197,1,287.52,31.95,0
103,2,18,276,147,1,289.42,15.55,0
104,2,27,399,92,2,375.84,41.3,0
105,2,13,127,265,1,227.44,11.72,0
106,8,33,232,40,2,982.35,155.95,0
107,4,16,367,244,1,194.95,30.43,0
108,7,15,352,213,1,233.39,24.5,0
109,4,22,281,211,1,321.91,31.06,0
110,1,44,84,157,1,199.28,0.0,0
111,5,16,10,65,1,205.55,19.83,0
112,1,30,25,4,1,194.59,32.2,0
113,5,23,196,84,1,297.16,38.99,0
114,1,48,79,201,1,167.76,21.37,0
115,5,32,319,52,2,715.74,11.64,0
116,4,12,159,282,1,335.42,50.12,0
117,1,34,194,119,1,136.16,10.56,0
118,6,25,46,17,1,21.17,11.71,1
119,4,9,183,60,2,622.78,40.46,0
120,8,49,8,195,2,227.96,40.54,0
121,8,51,399,72,1,242.83,35.97,0
122,5,22,271,343,1,328.62,24.35,0
123,1,44,322,257,1,186.73,12.55,0
124,8,19,323,48,1,588.73,30.99,0
125,8,12,324,191,2,656.19,114.89,0
126,2,49,273,216,1,131.3,2.95,0
127,1,36,39,165,1,243.42,8.83,0
128,6,18,126,52,2,565.41,44.53,0
129,4,34,420,293,1,134.1,12.62,0
130,1,36,68,99,1,233.84,18.41,0
131,4,28,183,252,1,67.23,6.16,0
132,3,6,287,120,1,217.67,33.97,0
133,3,20,357,280,1,27.98,11.92,1
134,3,5,186,312,2,119.99,128.85,1
135,6,41,126,330,1,242.55,22.82,0
136,1,29,196,134,1,258.71,4.21,0
137,1,44,200,29,1,187.12,12.16,0
138,4,3,58,7,2,966.1,139.28,0
139,1,49,187,200,1,123.91,10.34,0
140,4,23,379,266,1,336.15,0.0,0
141,4,10,430,333,1,471.98,55.96,0
142,2,9,300,261,1,306.75,24.87,0
143,3,24,316,111,1,288.35,13.59,0
144,2,18,397,16,1,286.06,18.91,0
145,2,7,329,248,2,180.88,9.12,0
146,6,52,314,152,1,269.19,21.83,0
147,4,32,79,286,1,327.68,36.01,0
148,1,12,48,345,1,359.71,25.83,0
149,3,18,170,153,1,13.96,28.67,1
150,6,49,436,219,1,127.67,6.58,0
151,6,44,337,25,2,345.15,53.41,0
152,7,48,136,279,1,163.79,25.34,0
153,1,2,289,101,2,608.91,30.03,0
154,7,15,44,128,1,232.87,25.02,0
155,2,22,173,355,2,657.23,48.71,0
156,3,26,145,277,1,555.76,49.64,0
157,1,30,155,280,1,203.66,23.13,0
158,8,51,346,3,2,480.65,76.95,0
159,2,30,361,83,1,214.77,12.02,0
160,5,4,318,140,1,231.29,29.46,0
161,4,36,114,108,1,241.66,10.59,0
162,2,30,143,96,1,217.95,8.84,0
163,1,23,440,264,2,613.81,58.49,0
164,1,48,51,328,2,346.86,31.4,0
165,4,9,184,270,2,608.85,54.39,0
166,1,35,18,216,1,74.08,5.83,0
167,8,46,330,325,1,319.56,49.45,0
168,4,4,131,171,1,239.63,21.12,0
169,2,33,116,255,1,548.09,21.06,0
170,6,31,167,7,2,623.4,65.44,0
171,6,23,26,129,1,302.87,33.28,0
172,1,7,248,162,2,178.22,11.78,0
173,7,33,277,219,2,1079.11,59.19,0
174,1,11,245,37,2,511.91,41.51,0
175,2,37,150,328,1,196.15,14.31,0
176,6,15,88,31,3,714.1,59.57,0
177,3,2,132,222,1,55.12,17.25,1
178,8,24,333,115,1,257.86,44.08,0
179,4,32,190,205,2,700.47,26.91,0
180,3,18,80,2,1,261.97,43.0,0
181,4,2,405,225,1,286.88,32.59,0
182,2,12,434,146,1,367.81,17.73,0
183,5,43,166,57,1,328.5,34.88,0
184,7,30,163,304,1,205.02,21.77,0
185,6,38,127,347,1,316.29,58.02,0
186,1,2,11,110,2,638.94,0.0,0
187,3,26,351,105,1,529.73,75.67,0
188,7,25,23,345,2,705.1,75.74,0
189,2,19,185,303,1,570.14,49.58,0
190,3,19,111,280,1,618.48,1.24,0
191,1,44,306,165,1,2.18,14.75,1
192,6,2,435,65,1,289.12,30.35,0
193,6,1,159,309,1,348.18,26.61,0
194,2,29,55,184,1,229.53,33.39,0
195,7,14,355,143,1,100.67,10.08,0
196,8,51,301,197,1,232.24,46.56,0
197,1,28,105,143,1,66.56,6.83,0
198,2,5,337,275,2,160.33,0.0,1
199,5,44,334,96,1,194.1,5.18,0
200,6,30,422,70,1,203.2,23.59,0
201,8,11,71,182,1,243.78,32.93,0
202,1,31,178,176,1,327.54,16.88,0
203,5,33,348,105,1,540.69,28.46,0
204,2,46,233,309,1,342.07,26.94,0
205,2,43,323,6,1,334.67,28.71,0
206,4,38,381,306,1,11.05,65.13,1
207,2,50,165,59,1,264.05,39.11,0
208,3,20,359,14,2,418.98,39.42,0
209,5,21,423,329,1,81.41,10.58,0
210,4,11,243,362,2,78.34,94.63,1
211,8,15,365,182,1,214.31,43.58,0
212,4,25,283,285,1,384.17,6.25,0
213,2,8,369,116,1,370.11,15.42,0
214,2,20,248,146,1,217.97,11.23,0
215,8,43,398,19,1,334.67,28.71,0
216,6,50,8,193,1,268.9,34.26,0
217,1,26,225,295,1,536.99,68.41,0
218,4,51,166,324,1,237.82,40.98,0
219,4,34,220,89,2,275.54,17.9,0
220,1,24,116,87,1,269.33,32.61,0
221,6,31,228,91,1,329.27,15.15,0
222,5,1,439,30,1,329.82,44.97,0
223,4,37,273,58,2,390.19,30.73,0
224,1,1,86,264,1,336.19,38.6,0
225,4,40,178,32,2,689.83,55.13,0
226,2,4,402,268,1,238.06,22.69,0
227,3,24,294,306,2,541.68,62.2,0
228,5,35,103,294,1,73.84,6.07,0
229,4,15,341,114,1,229.78,28.11,0
230,7,46,397,334,2,605.91,132.11,0
231,5,29,186,55,1,237.68,25.24,0
232,1,47,219,215,1,588.59,49.79,0
233,4,43,93,225,1,321.95,41.43,0
234,5,15,380,105,2,449.24,66.54,0
235,5,52,373,63,1,260.46,30.56,0
236,4,21,408,333,1,77.64,14.35,0
237,7,21,175,252,1,87.48,4.51,0
238,7,30,31,222,1,202.07,24.72,0
239,3,31,208,182,1,291.72,52.7,0
240,6,42,151,25,2,313.66,39.56,0
241,2,12,326,287,1,360.87,24.67,0
242,8,46,168,142,3,92.3,168.27,1
243,7,28,304,311,1,67.08,6.31,0
244,4,13,393,186,1,208.07,31.09,0
245,2,8,110,110,2,743.3,27.76,0
246,8,29,6,148,1,229.79,33.13,0
247,3,39,74,157,2,698.49,64.05,0
248,7,16,2,329,1,187.07,38.31,0
249,4,28,80,292,1,66.2,7.19,0
250,7,41,77,195,1,239.89,25.48,0
251,2,2,219,282,1,319.47,0.0,0
252,1,42,389,208,2,304.48,48.74,0
253,4,48,288,160,1,181.38,7.75,0
254,8,36,196,185,2,479.27,25.23,0
255,6,2,391,80,2,622.97,15.97,0
256,4,8,115,38,1,369.34,16.19,0
257,3,36,96,115,1,235.35,16.9,0
258,3,5,368,197,1,429.19,34.3,0
259,5,20,276,193,1,203.53,25.67,0
260,4,31,27,223,1,338.22,6.2,0
261,6,9,81,292,1,2.13,30.18,1
262,5,32,125,191,1,312.05,51.64,0
263,6,50,24,223,3,867.64,41.84,0
264,2,39,358,304,1,345.43,35.84,0
265,7,33,301,277,1,532.16,36.99,0
266,1,23,347,70,1,296.48,39.67,0
267,5,4,103,324,2,458.92,62.58,0
268,3,16,359,114,2,427.32,23.44,0
269,3,23,330,73,1,312.28,23.87,0
270,1,7,183,152,1,92.06,2.94,0
271,1,24,274,274,1,296.81,5.13,0
272,2,28,177,53,1,70.01,3.38,0
273,4,29,145,113,1,239.26,23.66,0
274,1,8,56,259,3,1003.92,152.67,0
275,8,51,39,268,1,257.89,20.91,0
276,3,8,410,160,3,1060.59,96.0,0
277,8,49,26,217,1,124.45,9.8,0
278,4,24,297,56,1,262.69,39.25,0
279,1,52,312,102,1,270.94,20.08,0
280,1,36,260,62,1,208.86,43.39,0
281,5,30,92,211,2,390.08,63.5,0
282,3,13,38,260,1,238.68,0.48,0
283,7,15,75,362,1,229.26,28.63,0
284,8,8,386,238,2,682.39,88.67,0
285,4,8,149,72,1,363.55,21.98,0
286,1,14,261,272,1,100.45,10.3,0
287,5,25,81,363,1,358.8,31.62,0
288,4,35,361,147,1,68.24,11.67,0
289,5,5,123,303,1,396.75,66.74,0
290,1,9,242,352,1,317.69,13.93,0
291,3,30,242,334,1,202.07,24.72,0
292,8,43,44,275,1,358.29,5.09,0
293,1,31,341,145,1,306.88,37.54,0
294,2,40,392,116,1,342.68,29.8,0
295,8,16,41,91,1,203.07,22.31,0
296,4,17,252,42,1,357.51,33.64,0
297,5,42,167,234,1,162.3,14.31,0
298,8,32,311,48,1,310.59,53.1,0
299,3,41,407,87,1,251.31,14.06,0
300,8,46,110,289,1,331.0,38.01,0
301,5,32,219,316,1,299.68,64.01,0
302,5,13,195,293,2,399.88,78.44,0
303,3,38,81,238,1,348.86,25.45,0
304,7,46,319,197,2,661.27,76.75,0
305,5,12,118,283,1,359.32,26.22,0
306,6,11,140,197,1,237.42,39.29,0
307,7,44,404,62,2,7.22,53.01,1
308,3,9,114,226,2,642.02,21.22,0
309,6,36,283,107,1,232.83,19.42,0
310,8,14,133,103,1,98.9,11.85,0
311,5,36,71,56,1,235.35,16.9,0
312,3,24,146,293,1,287.75,14.19,0
313,1,50,304,228,1,288.61,14.55,0
314,1,40,318,101,2,692.07,52.89,0
315,3,9,134,6,3,905.32,89.54,0
316,5,37,324,13,2,57.32,37.88,1
317,3,10,55,295,1,110.26,46.46,1
318,3,50,433,284,1,268.6,34.56,0
319,6,9,43,85,1,323.33,8.29,0
320,6,51,313,64,1,265.7,13.1,0
321,3,27,2,255,2,381.68,35.46,0
322,2,4,26,10,1,226.33,34.42,0
323,2,1,86,107,1,366.92,7.87,0
324,3,5,245,94,1,417.6,45.89,0
325,8,34,404,297,2,4.19,25.53,1
326,1,18,42,359,1,279.35,25.62,0
327,1,19,330,312,1,549.07,70.65,0
328,2,41,358,197,1,235.38,29.99,0
329,6,34,86,171,1,141.14,5.58,0
330,4,9,44,134,1,298.79,32.83,0
331,3,48,142,262,1,178.16,10.97,0
332,1,18,245,322,2,545.29,64.65,0
333,8,15,244,187,1,215.85,42.04,0
334,1,30,136,296,1,222.93,3.86,0
335,1,18,210,6,1,281.79,23.18,0
336,8,51,62,119,1,250.08,28.72,0
337,6,26,361,203,1,518.22,87.18,0
338,5,15,15,174,1,242.16,15.73,0
339,5,5,186,50,1,418.99,44.5,0
340,5,27,217,200,2,365.83,51.31,0
341,4,50,12,49,1,279.51,23.65,0
342,6,4,21,123,1,229.98,30.77,0
343,8,29,413,295,1,227.16,35.76,0
344,6,5,45,317,1,410.65,52.84,0
345,6,32,353,52,2,675.01,52.37,0
346,4,50,99,212,1,263.14,40.02,0
347,3,28,155,69,2,140.62,6.16,0
348,3,8,362,271,1,355.07,30.46,0
349,6,40,260,51,1,353.11,19.37,0
350,1,26,145,9,1,550.31,55.09,0
351,6,16,294,64,1,202.84,22.54,0
352,3,37,146,252,1,191.52,18.94,0
353,7,45,16,193,1,349.92,46.81,0
354,1,24,403,241,2,544.1,59.78,0
355,8,11,246,243,1,250.7,26.01,0
356,4,8,119,53,1,63.52,42.41,1
357,8,6,33,311,1,212.38,39.26,0
358,7,48,231,161,2,357.08,21.18,0
359,2,5,223,320,1,413.9,49.59,0
360,1,13,132,173,1,226.48,12.68,0
361,7,18,379,104,1,277.83,27.14,0
362,4,46,38,248,2,657.58,80.44,0
363,5,13,434,329,1,214.77,24.39,0
364,3,32,4,161,1,31.54,17.46,1
365,7,36,149,55,2,468.68,35.82,0
366,6,1,247,297,1,342.18,32.61,0
367,8,1,398,73,2,617.65,131.93,0
368,1,40,127,142,2,736.77,8.19,0
369,3,23,426,290,1,302.53,33.62,0
370,5,44,191,252,2,361.1,37.46,0
371,4,44,311,125,1,178.36,20.92,0
372,6,10,329,112,1,111.73,5.81,1
373,5,43,57,135,1,333.58,29.8,0
374,7,30,183,329,1,200.48,26.31,0
375,5,43,219,272,1,327.77,35.61,0
376,6,51,435,46,2,519.13,38.47,0
377,2,40,240,26,1,308.41,64.07,0
378,3,23,223,292,1,313.29,22.86,0
379,4,1,22,177,1,335.44,39.35,0
380,6,31,101,222,1,333.4,11.02,0
381,4,13,390,198,1,221.94,17.22,0
382,8,45,51,59,2,680.0,113.46,0
383,4,43,129,103,1,326.68,36.7,0
384,4,27,313,191,2,354.15,62.99,0
385,7,25,379,287,2,711.35,69.49,0
386,1,23,136,86,1,311.61,24.54,0
387,2,3,328,266,2,1010.32,95.06,0
388,6,42,403,146,1,154.89,21.72,0
389,2,18,354,163,2,149.7,9.76,1
390,7,50,389,272,1,274.06,29.1,0
391,4,49,97,361,1,124.99,9.26,0
392,2,35,100,92,1,79.03,0.88,0
393,5,20,306,210,1,198.03,31.17,0
394,5,23,123,90,2,614.48,57.82,0
395,7,34,296,76,1,126.77,19.95,0
396,5,31,183,283,1,304.47,39.95,0
397,7,15,236,185,1,221.79,36.1,0
398,1,18,333,246,1,270.51,34.46,0
399,2,16,93,345,1,205.1,20.28,0
400,2,46,184,325,1,354.62,14.39,0
401,7,13,299,90,1,202.81,36.35,0
402,3,19,254,40,1,565.8,53.92,0
403,6,17,387,287,1,66.31,31.68,1
404,2,25,188,362,1,351.77,38.65,0
405,8,21,271,222,1,87.21,4.78,0
406,4,22,331,87,1,35.67,21.18,1
407,7,30,108,32,1,214.32,12.47,0
408,3,23,295,88,1,296.82,39.33,0
409,8,45,332,211,2,656.98,136.48,0
410,8,34,210,215,1,137.18,9.54,0
411,7,50,352,285,1,261.32,41.84,0
412,8,30,400,78,1,205.02,21.77,0
413,2,42,319,174,1,160.72,15.89,0
414,7,5,225,294,1,426.41,37.08,0
415,3,6,89,212,1,235.28,16.36,0
416,4,14,152,137,1,99.9,10.85,0
417,8,6,144,175,1,218.68,32.96,0
418,4,36,149,82,1,236.11,16.14,0
419,6,42,360,242,1,156.83,19.78,0
420,6,4,424,39,2,502.2,19.3,0
421,4,51,409,252,1,265.14,13.66,0
422,2,1,143,251,1,342.56,32.23,0
423,5,22,343,180,1,323.67,29.3,0
424,3,1,79,185,1,326.07,48.72,0
425,8,30,352,94,1,190.73,36.06,0
426,3,22,172,114,1,315.91,37.06,0
427,6,28,277,153,1,64.66,8.73,0
428,2,49,145,48,1,122.57,11.68,0
429,3,15,207,207,1,42.8,42.55,1
430,2,34,301,131,1,138.21,8.51,0
431,6,15,104,189,1,227.97,29.92,0
432,3,13,266,162,2,424.75,53.57,0
433,1,2,207,6,1,273.79,45.68,0
434,3,14,249,102,1,100.45,10.3,0
435,2,6,50,60,3,170.31,40.01,1
436,1,38,185,298,2,681.24,67.38,0
437,8,52,18,83,2,501.14,80.9,0
438,1,27,292,308,1,179.58,28.99,0
439,3,7,177,14,1,82.74,12.26,0
440,6,20,234,86,1,220.26,8.94,0
441,4,27,361,253,1,182.92,25.65,0
442,3,28,135,65,1,66.93,6.46,0
443,2,18,382,316,2,562.36,47.58,0
444,4,8,365,273,2,714.0,57.06,0
445,4,26,16,257,1,605.4,0.0,0
446,4,4,42,292,1,246.67,14.08,0
447,2,11,388,78,1,258.72,17.99,0
448,3,50,422,123,1,261.63,41.53,0
449,8,5,417,49,1,403.24,60.25,0
450,6,18,121,362,1,280.88,24.09,0
451,1,8,420,230,1,341.58,43.95,0
452,2,8,25,332,1,350.45,35.08,0
453,4,12,256,20,1,353.54,32.0,0
454,4,52,436,24,3,758.69,114.37,0
455,3,1,105,3,1,297.58,77.21,0
456,2,20,316,236,2,389.64,68.76,0
457,2,8,218,25,1,353.92,31.61,0
458,2,2,410,70,1,291.36,28.11,0
459,4,38,39,352,1,354.1,20.21,0
460,7,50,351,268,1,276.79,26.37,0
461,7,20,225,143,1,213.39,15.81,0
462,3,44,138,240,1,174.17,25.11,0
463,6,50,60,254,1,284.06,19.1,0
464,2,38,162,123,2,674.51,74.11,0
465,4,44,365,239,1,186.53,12.75,0
466,6,37,426,178,1,204.36,6.1,0
467,6,36,124,240,2,466.66,37.84,0
468,5,9,185,220,1,308.07,23.55,0
469,5,24,69,22,1,261.18,40.76,0
470,3,49,238,171,1,126.73,7.52,0
471,2,41,45,175,2,519.59,11.15,0
472,3,33,261,79,1,529.88,39.27,0
473,5,16,247,161,2,410.64,40.12,0
474,6,28,403,216,1,66.12,7.27,0
475,4,14,338,124,1,107.87,2.88,0
476,4,43,419,257,2,663.53,63.23,0
477,1,25,229,15,2,694.17,86.67,0
478,5,26,189,19,1,535.78,69.62,0
479,7,41,313,277,1,23.88,15.92,1
480,4,2,113,156,1,287.52,31.95,0
481,2,23,237,180,1,69.72,28.91,1
482,1,10,199,248,1,485.7,42.24,0
483,3,13,282,60,1,221.46,17.7,0
484,4,37,424,323,3,566.35,65.03,0
485,5,51,270,127,1,260.12,18.68,0
486,1,25,308,322,2,678.55,102.29,0
487,1,26,31,61,1,603.58,1.82,0
488,7,27,124,330,1,182.29,26.28,0
489,1,43,91,250,1,323.41,39.97,0
490,6,2,84,85,1,292.63,26.84,0
491,3,6,198,25,1,227.99,23.65,0
492,1,36,430,70,1,236.61,15.64,0
493,1,46,97,301,1,354.99,14.02,0
494,2,1,430,272,1,347.81,26.98,0
495,2,46,170,178,1,341.33,27.68,0
496,7,26,210,50,1,559.39,46.01,0
497,1,42,87,357,1,169.37,7.24,0
498,4,4,373,6,1,241.72,19.03,0
499,2,47,423,212,1,596.89,41.49,0
500,4,43,187,117,2,666.44,60.32,0
501,4,45,356,47,1,359.44,37.29,0
502,7,37,128,328,1,195.73,14.73,0
503,1,8,395,15,2,709.38,61.68,0
504,5,3,38,72,1,483.6,69.09,0
505,3,30,196,76,1,215.0,11.79,0
506,6,18,439,69,1,285.15,19.82,0
507,3,33,414,282,1,512.8,56.35,0
508,7,33,2,103,2,1027.88,110.42,0
509,3,29,363,216,1,252.93,9.99,0
510,4,39,26,118,2,677.14,85.4,0
511,8,25,30,118,2,4.23,102.29,1
512,4,7,358,213,1,91.1,3.9,0
513,6,41,418,126,2,492.0,38.74,0
514,2,34,31,365,1,134.69,12.03,0
515,8,26,139,189,1,482.5,122.9,0
516,5,39,431,326,1,324.08,57.19,0
517,1,15,191,262,1,242.67,15.22,0
518,5,38,75,77,1,45.62,24.7,1
519,3,24,100,110,2,538.66,65.22,0
520,1,31,317,301,1,323.75,20.67,0
521,5,23,159,18,1,294.8,41.35,0
522,6,39,352,249,1,362.59,18.68,0
523,5,20,405,201,2,399.27,59.13,0
524,1,8,327,261,1,0.2,25.83,1
525,4,9,135,105,1,269.94,61.68,0
526,3,8,83,199,1,345.05,40.48,0
527,7,19,366,293,1,596.17,23.55,0
528,2,16,131,113,1,214.34,11.04,0
529,8,24,49,205,1,261.78,40.16,0
530,1,51,371,48,1,255.66,23.14,0
531,3,30,66,249,1,214.54,12.25,0
532,3,51,144,131,1,253.15,25.65,0
533,5,12,437,365,2,714.02,57.06,0
534,1,34,219,343,1,128.09,18.63,0
535,8,34,203,164,2,274.66,18.78,0
536,2,6,342,120,1,238.55,13.09,0
537,7,6,439,78,1,220.19,31.45,0
538,4,41,377,80,1,248.39,16.98,0
539,4,21,58,3,1,75.98,16.01,0
540,3,27,260,275,2,408.38,8.76,0
541,2,16,190,236,2,434.98,15.78,0
542,3,44,341,350,1,177.96,21.32,0
543,6,29,104,307,2,496.39,29.45,0
544,4,6,222,184,1,218.17,33.47,0
545,1,52,14,69,1,282.0,9.02,0
546,8,38,111,76,1,347.36,26.95,0
547,1,14,298,173,1,104.55,6.2,0
548,1,52,310,135,1,274.72,16.3,0
549,2,40,291,206,1,341.56,30.92,0
550,2,9,386,32,1,319.68,11.94,0
551,7,26,35,335,1,546.07,59.33,0
552,7,36,432,272,2,464.64,39.86,0
553,5,12,389,68,1,368.96,16.58,0
554,2,23,431,49,1,325.73,10.42,0
555,5,52,407,124,1,272.98,18.04,0
556,7,5,96,327,3,1145.75,244.72,0
557,6,16,206,264,1,212.08,13.3,0
558,4,12,226,235,2,714.02,57.06,0
559,1,44,275,232,1,184.13,15.15,0
560,2,17,197,56,1,30.89,28.16,1
561,6,11,78,63,1,258.72,17.99,0
562,1,52,121,128,2,522.67,59.37,0
563,4,43,372,74,1,363.38,0.0,0
564,7,30,48,41,1,214.09,12.7,0
565,4,30,37,60,1,202.3,24.49,0
566,7,8,121,254,1,350.45,35.08,0
567,5,6,63,248,1,225.97,25.67,0
568,8,40,21,343,1,327.41,45.07,0
569,7,25,321,283,1,365.82,24.6,0
570,3,21,295,140,1,85.55,6.44,0
571,8,18,196,358,1,273.25,31.72,0
572,1,9,189,183,1,292.49,39.13,0
573,5,30,397,160,1,193.68,33.11,0
574,4,23,66,127,1,306.9,29.25,0
575,1,42,149,281,1,152.77,23.84,0
576,3,19,404,148,1,591.83,27.89,0
577,6,7,22,69,1,85.97,9.03,0
578,6,5,126,134,1,450.05,13.44,0
579,7,11,49,336,1,266.2,10.51,0
580,8,22,240,78,3,964.67,94.24,0
581,4,48,222,315,1,171.54,17.59,0
582,5,11,251,32,1,259.0,17.71,0
583,1,1,197,7,1,347.81,26.98,0
584,2,16,289,282,3,611.23,64.91,0
585,8,17,382,347,1,349.69,41.46,0
586,4,15,8,298,2,467.81,47.97,0
587,2,44,211,163,2,381.42,17.14,0
588,1,43,204,116,1,342.3,21.08,0
589,4,28,255,149,1,67.81,5.58,0
590,3,12,8,11,1,328.48,57.06,0
591,6,35,121,165,1,73.52,6.39,0
592,2,41,183,356,2,475.54,55.2,0
593,6,17,326,222,2,22.25,58.67,1
594,1,22,387,6,1,301.79,51.18,0
595,2,35,61,216,1,75.51,4.4,0
596,6,7,355,28,1,82.08,12.92,0
597,5,15,11,224,1,238.03,19.86,0
598,6,6,292,314,1,240.57,11.07,0
599,5,13,191,128,1,225.05,14.11,0
600,5,36,98,290,1,206.84,45.41,0
601,5,18,266,278,2,538.58,71.36,0
602,6,52,174,308,1,263.96,27.06,0
603,2,25,305,248,1,366.21,24.21,0
604,6,15,220,260,1,240.61,17.28,0
605,5,7,387,125,1,93.1,1.9,0
606,4,49,171,15,1,116.53,17.72,0
607,6,22,405,215,1,325.09,27.88,0
608,7,18,209,242,1,259.53,45.44,0
609,2,34,334,194,2,262.92,30.52,0
610,1,38,161,285,1,342.49,31.82,0
611,1,51,262,90,1,253.15,25.65,0
612,6,36,289,293,1,247.46,4.79,0
613,8,13,101,229,2,459.67,18.65,0
614,6,8,70,82,1,381.29,4.24,0
615,1,17,163,5,1,360.25,30.9,0
616,1,46,140,62,1,347.98,21.03,0
617,2,47,358,281,2,1265.27,11.49,0
618,2,17,136,90,1,377.85,13.3,0
619,1,45,4,166,1,389.59,7.14,0
620,2,25,75,335,1,358.02,32.4,0
621,5,9,338,96,1,300.12,31.5,0
622,5,21,309,307,1,79.11,12.88,0
623,6,15,87,276,1,235.45,22.44,0
624,4,44,405,218,2,366.28,32.28,0
625,5,17,192,288,1,78.12,24.25,1
626,1,32,231,286,1,338.6,25.09,0
627,7,12,336,348,1,343.52,42.02,0
628,2,12,440,56,2,712.48,58.6,0
629,2,29,186,326,1,230.32,32.6,0
630,4,31,242,257,1,328.23,16.19,0
631,2,49,64,159,1,116.66,17.59,0
632,2,15,222,89,1,248.61,9.28,0
